"Network.size","Bubble.size","PCR.frequency","R","Percentage.infected","sd"
500,"50","semiweekly",1,22.2333333333333,2.50494505367148
500,"50","semiweekly",1.5,29.8888888888889,3.422247582999
500,"50","semiweekly",2,36.8,4.4125415355682
500,"50","semiweekly",2.5,43.1777777777778,5.61377968117187
500,"50","semiweekly",3,55.1111111111111,6.03372878740546
500,"50","weekly",1,25.8,2.85539571189929
500,"50","weekly",1.5,34.4363636363636,3.722900311397
500,"50","weekly",2,45.3636363636364,4.51826639920084
500,"50","weekly",2.5,54.6909090909091,5.37930858469465
500,"50","weekly",3,65.5818181818182,4.98790840521278
500,"50","workday",1,20.8181818181818,2.47683360590635
500,"50","workday",1.5,24.7818181818182,3.2627677846357
500,"50","workday",2,31.0363636363636,3.91964747951093
500,"50","workday",2.5,36.7636363636364,4.88914945047069
500,"50","workday",3,43.5818181818182,5.24470852241282
500,"none","monthly",1,35.6769230769231,4.80517883015228
500,"none","monthly",1.5,54.5384615384615,3.83726418054101
500,"none","monthly",2,70.1692307692308,4.66325679248211
500,"none","monthly",2.5,82.0153846153846,2.49377191931521
500,"none","monthly",3,87.2461538461538,1.90864480096699
500,"none","none",1,40.1230769230769,4.84483845335696
500,"none","none",1.5,58.6923076923077,6.14868016783015
500,"none","none",2,74.7076923076923,3.08682523452333
500,"none","none",2.5,84.1384615384615,3.32348973905202
500,"none","none",3,90.4153846153846,2.32997316052673
500,"none","semiweekly",1,23.8666666666667,2.66063463119458
500,"none","semiweekly",1.5,31.6222222222222,4.3243825300809
500,"none","semiweekly",2,41.2,5.98886619935079
500,"none","semiweekly",2.5,51.9888888888889,4.62977365573358
500,"none","semiweekly",3,62.9111111111111,5.13368436072578
500,"none","weekly",1,28.2307692307692,3.13172353628035
500,"none","weekly",1.5,39.3076923076923,3.44678718233979
500,"none","weekly",2,52.1692307692308,6.00043524853738
500,"none","weekly",2.5,64.3384615384615,5.11979010431587
500,"none","weekly",3,74.2769230769231,5.08419146462865
500,"none","workday",1,21.1384615384615,2.85923305716999
500,"none","workday",1.5,26.7538461538462,4.20548865802793
500,"none","workday",2,34.9692307692308,5.76271870522877
500,"none","workday",2.5,40.4461538461538,6.57584142208106
500,"none","workday",3,49.7692307692308,5.77822976535829
1000,"10","monthly",1,26.6909090909091,1.80098034204577
1000,"10","monthly",1.5,34.8909090909091,2.98214104779295
1000,"10","monthly",2,43.9272727272727,3.55280574563602
1000,"10","monthly",2.5,53.8545454545455,3.52994583309789
1000,"10","monthly",3,61.9818181818182,3.51996863109628
1000,"10","none",1,28,2.05756570790237
1000,"10","none",1.5,36.8909090909091,2.51036339063078
1000,"10","none",2,48,3.90115086893468
1000,"10","none",2.5,58.6545454545455,3.72512764596943
1000,"10","none",3,68.0181818181818,3.57654009035498
1000,"10","semiweekly",1,21.6666666666667,1.65419882378436
1000,"10","semiweekly",1.5,24.0888888888889,1.61089480688624
1000,"10","semiweekly",2,28.6,1.94930180592682
1000,"10","semiweekly",2.5,33.6111111111111,3.04469649383764
1000,"10","semiweekly",3,39.3888888888889,3.20488519086714
1000,"10","weekly",1,23.9090909090909,1.66843524832004
1000,"10","weekly",1.5,27.9818181818182,1.76638222681306
1000,"10","weekly",2,33.6909090909091,2.44555851899061
1000,"10","weekly",2.5,39.6727272727273,3.32571569299059
1000,"10","weekly",3,46.8363636363636,2.83206120523652
1000,"10","workday",1,19.9454545454545,1.43494171679221
1000,"10","workday",1.5,23.0181818181818,1.59253400759973
1000,"10","workday",2,25.7636363636364,1.83203086588719
1000,"10","workday",2.5,28.8181818181818,2.64085606759271
1000,"10","workday",3,32.7090909090909,3.27383303593507
1000,"25","monthly",1,30.3090909090909,2.02063016181326
1000,"25","monthly",1.5,40.8363636363636,2.92087650805631
1000,"25","monthly",2,52.2181818181818,3.62317615377365
1000,"25","monthly",2.5,64.8181818181818,3.68509975248969
1000,"25","monthly",3,74.4181818181818,2.39136913026543
1000,"25","none",1,32,2.68817361274579
1000,"25","none",1.5,44.0363636363636,2.89073296822162
1000,"25","none",2,59.0363636363636,3.6496357000663
1000,"25","none",2.5,69.9818181818182,3.18808748180457
1000,"25","none",3,78.5454545454545,2.32267607598396
1000,"25","semiweekly",1,22.9111111111111,1.67188652374002
1000,"25","semiweekly",1.5,27.1222222222222,2.12944700701359
1000,"25","semiweekly",2,33.1222222222222,2.8838385068225
1000,"25","semiweekly",2.5,39.8,2.95761681411443
1000,"25","semiweekly",3,47.5777777777778,3.13215686462933
1000,"25","weekly",1,25.7636363636364,2.06609434747967
1000,"25","weekly",1.5,32.1818181818182,2.68879066167226
1000,"25","weekly",2,40.6,2.79206383128255
1000,"25","weekly",2.5,48.5454545454545,4.23669313020139
1000,"25","weekly",3,58.0181818181818,3.51996863109628
1000,"25","workday",1,21.1454545454545,1.84646221030765
1000,"25","workday",1.5,24.8909090909091,1.67280444702384
1000,"25","workday",2,28.8909090909091,2.2496774081211
1000,"25","workday",2.5,33.4909090909091,2.70760437163763
1000,"25","workday",3,38.0909090909091,3.59070539433851
1000,"5","monthly",1,25.2909090909091,2.22520996526521
1000,"5","monthly",1.5,31.7454545454545,2.34145582807452
1000,"5","monthly",2,39.7454545454545,3.16353644519541
1000,"5","monthly",2.5,48.3090909090909,3.70870315576008
1000,"5","monthly",3,58.3090909090909,3.90990099783527
1000,"5","none",1,26.0727272727273,1.98401040303799
1000,"5","none",1.5,33.6,2.83100663018404
1000,"5","none",2,43.1818181818182,3.14544572341318
1000,"5","none",2.5,54.1818181818182,3.74892154366347
1000,"5","none",3,62.8909090909091,3.08441294011292
1000,"5","semiweekly",1,20.2555555555556,1.48826414635438
1000,"5","semiweekly",1.5,23.5888888888889,1.57068843754604
1000,"5","semiweekly",2,26.7222222222222,2.38659482909433
1000,"5","semiweekly",2.5,30.5666666666667,2.63057237350274
1000,"5","semiweekly",3,36.1888888888889,2.94515852197551
1000,"5","weekly",1,22.3818181818182,1.74559831303514
1000,"5","weekly",1.5,26.5636363636364,1.94602004816753
1000,"5","weekly",2,31.1090909090909,2.07234772249887
1000,"5","weekly",2.5,36.3818181818182,3.02960398926741
1000,"5","weekly",3,43.6545454545455,2.62093050436153
1000,"5","workday",1,20.1454545454545,1.39626955832163
1000,"5","workday",1.5,21.8727272727273,1.96738502807814
1000,"5","workday",2,24.8,2.10491257165388
1000,"5","workday",2.5,27.2727272727273,2.29609749416714
1000,"5","workday",3,30.4727272727273,2.67356991894354
1000,"50","monthly",1,32.9818181818182,2.45016690248505
1000,"50","monthly",1.5,46.6909090909091,3.25258306823868
1000,"50","monthly",2,61.3636363636364,3.58099013936577
1000,"50","monthly",2.5,73.1636363636364,2.92087650805631
1000,"50","monthly",3,80.9818181818182,2.10570054479258
1000,"50","none",1,35.3818181818182,2.77166916619237
1000,"50","none",1.5,50.3636363636364,3.71603173265365
1000,"50","none",2,66.5818181818182,3.53135542457917
1000,"50","none",2.5,78.0545454545454,2.25571603063917
1000,"50","none",3,84.2666666666667,2.29675110031494
1000,"50","semiweekly",1,23.8333333333333,2.04645709748223
1000,"50","semiweekly",1.5,29.7111111111111,2.49245555484318
1000,"50","semiweekly",2,36.8111111111111,3.18469100990582
1000,"50","semiweekly",2.5,45.7111111111111,3.49556987845792
1000,"50","semiweekly",3,54.443661971831,3.79801122311125
1000,"50","weekly",1,26.9272727272727,2.56203717881696
1000,"50","weekly",1.5,35.0909090909091,2.31050226214652
1000,"50","weekly",2,45.7272727272727,3.77493919057005
1000,"50","weekly",2.5,56.7454545454545,4.00373084139014
1000,"50","weekly",3,65.5636363636364,3.59319935699521
1000,"50","workday",1,21.9454545454545,1.50931634615821
1000,"50","workday",1.5,25.9272727272727,2.24303093833141
1000,"50","workday",2,30.8363636363636,2.4891269859044
1000,"50","workday",2.5,37.6,3.10756082910204
1000,"50","workday",3,43.7818181818182,3.60297377728651
1000,"none","monthly",1,35.9692307692308,3.1670040306123
1000,"none","monthly",1.5,53.8615384615385,3.28613305654794
1000,"none","monthly",2,70.6923076923077,3.03743656603518
1000,"none","monthly",2.5,81.1230769230769,2.88411834907515
1000,"none","monthly",3,88.0461538461538,1.55586077591669
1000,"none","none",1,39.6153846153846,3.18509408204702
1000,"none","none",1.5,61.1384615384615,2.92855736551547
1000,"none","none",2,76.1337386018237,2.66419089300851
1000,"none","none",2.5,85.5696202531646,1.80076558183773
1000,"none","none",3,90.2195439739414,1.17831798806427
1000,"none","semiweekly",1,25.9222222222222,1.91724089026881
1000,"none","semiweekly",1.5,32.1444444444444,2.72409881869138
1000,"none","semiweekly",2,42,3.0603859528171
1000,"none","semiweekly",2.5,53.5222222222222,3.94970543607542
1000,"none","semiweekly",3,63.485384821668,3.37401445921989
1000,"none","weekly",1,29.1384615384615,2.23521840756886
1000,"none","weekly",1.5,39.5846153846154,3.31426168012281
1000,"none","weekly",2,53.6153846153846,3.56895179346591
1000,"none","weekly",2.5,66.0181268882175,3.42003510467128
1000,"none","weekly",3,75.6925566343042,2.89636633092544
1000,"none","workday",1,23.4769230769231,1.76652421078072
1000,"none","workday",1.5,28.2923076923077,2.42621407131524
1000,"none","workday",2,35.8769230769231,3.52463855211806
1000,"none","workday",2.5,43.2153846153846,3.20826627006536
1000,"none","workday",3,51.1538461538462,4.23911375998397
